Dimension,NNZ_per_row,Sparsity,Raw_Time
3,3,0.9,6.41e-07,
4,4,0.9,4.45e-07,
5,5,0.9,5.74e-07,
6,6,0.9,6.83e-07,
7,7,0.9,1.203e-06,
8,8,0.9,1.569e-06,
9,9,0.9,1.968e-06,
10,10,0.9,1.909e-06,
11,10,0.9,3.196e-06,
12,11,0.9,4.24e-06,
13,12,0.9,5.261e-06,
14,13,0.9,4.963e-06,
15,14,0.9,8.039e-06,
16,15,0.9,6.656e-06,
17,16,0.9,1.0786e-05,
18,17,0.9,8.049e-06,
19,18,0.9,9.073e-06,
20,19,0.9,1.0455e-05,
21,19,0.9,1.1022e-05,
22,20,0.9,1.3374e-05,
23,21,0.9,2.3155e-05,
24,22,0.9,1.6922e-05,
25,23,0.9,2.9075e-05,
26,24,0.9,3.2386e-05,
27,25,0.9,2.2891e-05,
28,26,0.9,2.5314e-05,
29,27,0.9,4.4651e-05,
30,28,0.9,3.0496e-05,
31,28,0.9,3.1419e-05,
32,29,0.9,8.1013e-05,
33,30,0.9,8.8489e-05,
34,31,0.9,9.4574e-05,
35,32,0.9,0.000109796,
36,33,0.9,0.000115432,
37,34,0.9,0.000195473,
38,35,0.9,0.00012852,
39,36,0.9,0.000229323,
40,37,0.9,0.000206244,
41,37,0.9,0.000244758,
42,38,0.9,0.000161296,
43,39,0.9,0.000290708,
44,40,0.9,0.000182752,
45,41,0.9,0.000199209,
46,42,0.9,0.000207544,
47,43,0.9,0.000266719,
48,44,0.9,0.000313124,
49,45,0.9,0.000413416,
50,46,0.9,0.000441092,
51,46,0.9,0.000114706,
52,47,0.9,0.000207205,
53,48,0.9,0.000218469,
54,49,0.9,0.000231279,
55,50,0.9,0.000155973,
56,51,0.9,0.000253555,
57,52,0.9,0.000158458,
58,53,0.9,0.000169149,
59,54,0.9,0.000256417,
60,55,0.9,0.000184307,
61,55,0.9,0.000306415,
62,56,0.9,0.00019536,
63,57,0.9,0.000204698,
64,58,0.9,0.000313071,
65,59,0.9,0.000249056,
66,60,0.9,0.000230571,
67,61,0.9,0.000400662,
68,62,0.9,0.000255665,
69,63,0.9,0.000267189,
70,64,0.9,0.000366769,
71,64,0.9,0.000271918,
72,65,0.9,0.000295222,
73,66,0.9,0.000309763,
74,67,0.9,0.000313353,
75,68,0.9,0.000469195,
76,69,0.9,0.000333371,
77,70,0.9,0.000382048,
78,71,0.9,0.000379183,
79,72,0.9,0.000387201,
80,73,0.9,0.000502505,
81,73,0.9,0.000408644,
82,74,0.9,0.000451823,
83,75,0.9,0.000438643,
84,76,0.9,0.000458574,
85,77,0.9,0.000531541,
86,78,0.9,0.00063187,
87,79,0.9,0.000495058,
88,80,0.9,0.000615627,
89,81,0.9,0.000520872,
90,82,0.9,0.000612559,
91,82,0.9,0.000862695,
92,83,0.9,0.000884329,
93,84,0.9,0.000584082,
94,85,0.9,0.000762008,
95,86,0.9,0.000803971,
96,87,0.9,0.000733623,
97,88,0.9,0.000982756,
98,89,0.9,0.000766548,
99,90,0.9,0.000702691,
100,91,0.9,0.000733585,
101,91,0.9,0.00103942,
102,92,0.9,0.000916872,
103,93,0.9,0.00080045,
104,94,0.9,0.000808663,
105,95,0.9,0.00109706,
106,96,0.9,0.00099686,
107,97,0.9,0.00107471,
108,98,0.9,0.00089783,
109,99,0.9,0.00108265,
110,100,0.9,0.00109014,
111,100,0.9,0.00106604,
112,101,0.9,0.000986407,
113,102,0.9,0.00117739,
114,103,0.9,0.00126118,
115,104,0.9,0.00119191,
116,105,0.9,0.00113037,
117,106,0.9,0.0011532,
118,107,0.9,0.00139695,
119,108,0.9,0.00122472,
120,109,0.9,0.00122638,
121,109,0.9,0.00134493,
122,110,0.9,0.00125299,
123,111,0.9,0.00142373,
124,112,0.9,0.00131552,
125,113,0.9,0.00135551,
126,114,0.9,0.00143022,
127,115,0.9,0.00142903,
128,116,0.9,0.0015688,
129,117,0.9,0.00207859,
130,118,0.9,0.00156814,
131,118,0.9,0.00155726,
132,119,0.9,0.00163773,
133,120,0.9,0.0016118,
134,121,0.9,0.00178548,
135,122,0.9,0.00170342,
136,123,0.9,0.00173502,
137,124,0.9,0.00176354,
138,125,0.9,0.0018416,
139,126,0.9,0.00193781,
140,127,0.9,0.00187264,
141,127,0.9,0.00196279,
142,128,0.9,0.00232833,
143,129,0.9,0.00201364,
144,130,0.9,0.00201798,
145,131,0.9,0.00237908,
146,132,0.9,0.00231435,
147,133,0.9,0.00240127,
148,134,0.9,0.00237728,
149,135,0.9,0.00225615,
150,136,0.9,0.00238931,
151,136,0.9,0.00231249,
152,137,0.9,0.00235318,
153,138,0.9,0.00238263,
154,139,0.9,0.00250228,
155,140,0.9,0.00249363,
156,141,0.9,0.00287662,
157,142,0.9,0.00281517,
158,143,0.9,0.00306031,
159,144,0.9,0.00270236,
160,145,0.9,0.00284523,
161,145,0.9,0.0027703,
162,146,0.9,0.00288185,
163,147,0.9,0.00313631,
164,148,0.9,0.00291701,
165,149,0.9,0.0029751,
166,150,0.9,0.00355867,
167,151,0.9,0.00309196,
168,152,0.9,0.00327411,
169,153,0.9,0.00319504,
170,154,0.9,0.00341307,
171,154,0.9,0.00332962,
172,155,0.9,0.00352681,
173,156,0.9,0.00354066,
174,157,0.9,0.00350881,
175,158,0.9,0.00351169,
176,159,0.9,0.00359832,
177,160,0.9,0.00381098,
178,161,0.9,0.00374526,
179,162,0.9,0.00380545,
180,163,0.9,0.00401171,
181,163,0.9,0.00393886,
182,164,0.9,0.00390989,
183,165,0.9,0.00406015,
184,166,0.9,0.00405796,
185,167,0.9,0.00414004,
186,168,0.9,0.0042349,
187,169,0.9,0.00437415,
188,170,0.9,0.00457214,
189,171,0.9,0.00479687,
190,172,0.9,0.0045292,
191,172,0.9,0.00454659,
192,173,0.9,0.00459833,
193,174,0.9,0.00522841,
194,175,0.9,0.00477192,
195,176,0.9,0.00508181,
196,177,0.9,0.0049563,
197,178,0.9,0.00496694,
198,179,0.9,0.00502152,
199,180,0.9,0.00535476,
200,181,0.9,0.00527735,
201,181,0.9,0.00526732,
202,182,0.9,0.00542064,
203,183,0.9,0.00543271,
204,184,0.9,0.0054939,
205,185,0.9,0.0057035,
206,186,0.9,0.00563827,
207,187,0.9,0.00596636,
208,188,0.9,0.00638018,
209,189,0.9,0.00611519,
210,190,0.9,0.00598496,
211,190,0.9,0.00602538,
212,191,0.9,0.00606907,
213,192,0.9,0.00621357,
214,193,0.9,0.00633232,
215,194,0.9,0.00645588,
216,195,0.9,0.00658121,
217,196,0.9,0.00661837,
218,197,0.9,0.00665404,
219,198,0.9,0.0067513,
220,199,0.9,0.00688877,
221,199,0.9,0.00686692,
222,200,0.9,0.00696918,
223,201,0.9,0.00731802,
224,202,0.9,0.00726966,
225,203,0.9,0.00731501,
226,204,0.9,0.00738259,
227,205,0.9,0.00777079,
228,206,0.9,0.0077249,
229,207,0.9,0.00780472,
230,208,0.9,0.00802819,
231,208,0.9,0.00796562,
232,209,0.9,0.00791487,
233,210,0.9,0.00806947,
234,211,0.9,0.00811402,
235,212,0.9,0.0082793,
236,213,0.9,0.00833725,
237,214,0.9,0.00858477,
238,215,0.9,0.00855521,
239,216,0.9,0.00890456,
240,217,0.9,0.00876368,
241,217,0.9,0.00882952,
242,218,0.9,0.00934819,
243,219,0.9,0.00918132,
244,220,0.9,0.00918463,
245,221,0.9,0.00932748,
246,222,0.9,0.0094943,
247,223,0.9,0.00952024,
248,224,0.9,0.0096598,
249,225,0.9,0.0097665,
250,226,0.9,0.00996875,
251,226,0.9,0.0101065,
252,227,0.9,0.0102304,
253,228,0.9,0.0103461,
254,229,0.9,0.0105569,
255,230,0.9,0.0104364,
256,231,0.9,0.0107145,
257,232,0.9,0.010672,
258,233,0.9,0.0111073,
259,234,0.9,0.0110099,
260,235,0.9,0.0111168,
261,235,0.9,0.0111352,
262,236,0.9,0.0112285,
263,237,0.9,0.0118563,
264,238,0.9,0.0116996,
265,239,0.9,0.0118462,
266,240,0.9,0.0123888,
267,241,0.9,0.0119589,
268,242,0.9,0.0125072,
269,243,0.9,0.0122547,
270,244,0.9,0.0127226,
271,244,0.9,0.0126448,
272,245,0.9,0.0125762,
273,246,0.9,0.0126744,
274,247,0.9,0.0128413,
275,248,0.9,0.013001,
276,249,0.9,0.0131671,
277,250,0.9,0.0133178,
278,251,0.9,0.0135256,
279,252,0.9,0.0137634,
280,253,0.9,0.0139729,
281,253,0.9,0.0138259,
282,254,0.9,0.0143082,
283,255,0.9,0.0144105,
284,256,0.9,0.0147101,
285,257,0.9,0.0146321,
286,258,0.9,0.0148767,
287,259,0.9,0.0149989,
288,260,0.9,0.0154738,
289,261,0.9,0.0154196,
290,262,0.9,0.0156928,
291,262,0.9,0.0156202,
292,263,0.9,0.0157052,
293,264,0.9,0.0160563,
294,265,0.9,0.0160453,
295,266,0.9,0.0162379,
296,267,0.9,0.016436,
297,268,0.9,0.0164763,
298,269,0.9,0.0172376,
299,270,0.9,0.0169033,
300,271,0.9,0.0170252,
301,271,0.9,0.016924,
302,272,0.9,0.0170523,
303,273,0.9,0.0172434,
304,274,0.9,0.0181195,
305,275,0.9,0.0177724,
306,276,0.9,0.0177593,
307,277,0.9,0.0179843,
308,278,0.9,0.0181195,
309,279,0.9,0.0184211,
310,280,0.9,0.0184955,
311,280,0.9,0.0185995,
312,281,0.9,0.0188163,
313,282,0.9,0.0191845,
314,283,0.9,0.0194094,
315,284,0.9,0.0193557,
316,285,0.9,0.0195345,
317,286,0.9,0.0199451,
318,287,0.9,0.019949,
319,288,0.9,0.0202187,
320,289,0.9,0.020711,
321,289,0.9,0.0203719,
322,290,0.9,0.0206965,
323,291,0.9,0.0208478,
324,292,0.9,0.0209798,
325,293,0.9,0.0213132,
326,294,0.9,0.0216184,
327,295,0.9,0.0216234,
328,296,0.9,0.0218802,
329,297,0.9,0.0220726,
330,298,0.9,0.0224291,
331,298,0.9,0.0223206,
332,299,0.9,0.0224968,
333,300,0.9,0.0227566,
334,301,0.9,0.0231718,
335,302,0.9,0.0232668,
336,303,0.9,0.0233352,
337,304,0.9,0.0240332,
338,305,0.9,0.023843,
339,306,0.9,0.0240421,
340,307,0.9,0.0242258,
341,307,0.9,0.0243304,
342,308,0.9,0.0245918,
343,309,0.9,0.0248331,
344,310,0.9,0.0251753,
345,311,0.9,0.0253738,
346,312,0.9,0.0255206,
347,313,0.9,0.0257846,
348,314,0.9,0.0259679,
349,315,0.9,0.0265141,
350,316,0.9,0.0263585,
351,316,0.9,0.026479,
352,317,0.9,0.0267568,
353,318,0.9,0.0272882,
354,319,0.9,0.0274175,
355,320,0.9,0.0275405,
356,321,0.9,0.0276555,
357,322,0.9,0.0280284,
358,323,0.9,0.0281688,
359,324,0.9,0.0284659,
360,325,0.9,0.0286189,
361,325,0.9,0.0286797,
362,326,0.9,0.028909,
363,327,0.9,0.029478,
364,328,0.9,0.0295136,
365,329,0.9,0.0301584,
366,330,0.9,0.0301601,
367,331,0.9,0.0304227,
368,332,0.9,0.0305834,
369,333,0.9,0.0308281,
370,334,0.9,0.0311795,
371,334,0.9,0.0312201,
372,335,0.9,0.0315519,
373,336,0.9,0.0316278,
374,337,0.9,0.0325627,
375,338,0.9,0.0325081,
376,339,0.9,0.0327894,
377,340,0.9,0.0327366,
378,341,0.9,0.0330814,
379,342,0.9,0.0334908,
380,343,0.9,0.0337252,
381,343,0.9,0.0339132,
382,344,0.9,0.0339182,
383,345,0.9,0.0346761,
384,346,0.9,0.0345437,
385,347,0.9,0.0348778,
386,348,0.9,0.0353816,
387,349,0.9,0.0354605,
388,350,0.9,0.0358882,
389,351,0.9,0.0360697,
390,352,0.9,0.0363789,
391,352,0.9,0.0363701,
392,353,0.9,0.0367687,
393,354,0.9,0.0371158,
394,355,0.9,0.0374935,
395,356,0.9,0.0376172,
