Dimension,NNZ_per_row,Sparsity,Time
3,2,0.65,0.00015741,
4,3,0.65,7.722e-05,
5,4,0.65,0.000115333,
6,4,0.65,0.000110276,
7,5,0.65,0.000112414,
8,6,0.65,0.000140377,
9,6,0.65,0.000117284,
10,7,0.65,7.3952e-05,
11,8,0.65,8.2781e-05,
12,8,0.65,9.1356e-05,
13,9,0.65,9.1663e-05,
14,10,0.65,0.000118624,
15,10,0.65,0.000119327,
16,11,0.65,8.2705e-05,
17,12,0.65,0.000128813,
18,12,0.65,0.000133203,
19,13,0.65,9.2322e-05,
20,13,0.65,0.000134533,
21,14,0.65,0.000156706,
22,15,0.65,0.000140815,
23,15,0.65,0.00010386,
24,16,0.65,0.000105432,
25,17,0.65,0.000100726,
26,17,0.65,0.000100399,
27,18,0.65,0.000177576,
28,19,0.65,0.000109764,
29,19,0.65,9.8448e-05,
30,20,0.65,0.000105579,
31,21,0.65,0.000119089,
32,21,0.65,0.000106874,
33,22,0.65,0.000195964,
34,23,0.65,0.000115831,
35,23,0.65,0.000195873,
36,24,0.65,0.000125853,
37,25,0.65,0.000134018,
38,25,0.65,0.000141516,
39,26,0.65,0.000242809,
40,26,0.65,0.000137814,
41,27,0.65,0.000152415,
42,28,0.65,0.000141737,
43,28,0.65,0.000151567,
44,29,0.65,0.000150771,
45,30,0.65,0.000154922,
46,30,0.65,0.000297435,
47,31,0.65,0.000331458,
48,32,0.65,0.000171647,
49,32,0.65,0.000184858,
50,33,0.65,0.000183331,
51,34,0.65,0.000178353,
52,34,0.65,0.000372603,
53,35,0.65,0.000387339,
54,36,0.65,0.00019928,
55,36,0.65,0.000422444,
56,37,0.65,0.00023134,
57,38,0.65,0.000452043,
58,38,0.65,0.000256246,
59,39,0.65,0.000255655,
60,39,0.65,0.000481085,
61,40,0.65,0.000271671,
62,41,0.65,0.000518813,
63,41,0.65,0.00029196,
64,42,0.65,0.000284293,
65,43,0.65,0.000543166,
66,43,0.65,0.000469129,
67,44,0.65,0.000600343,
68,45,0.65,0.000626009,
69,45,0.65,0.00063686,
70,46,0.65,0.000345877,
71,47,0.65,0.000344446,
72,47,0.65,0.000340485,
73,48,0.65,0.000364961,
74,49,0.65,0.000371861,
75,49,0.65,0.000385795,
76,50,0.65,0.000400451,
77,51,0.65,0.000397134,
78,51,0.65,0.000408877,
79,52,0.65,0.000834374,
80,52,0.65,0.000425815,
81,53,0.65,0.000511842,
82,54,0.65,0.000684639,
83,54,0.65,0.000472442,
84,55,0.65,0.000487032,
85,56,0.65,0.000503517,
86,56,0.65,0.00102445,
87,57,0.65,0.00104285,
88,58,0.65,0.000528727,
89,58,0.65,0.000580505,
90,59,0.65,0.00113631,
91,60,0.65,0.000919428,
92,60,0.65,0.00057174,
93,61,0.65,0.000837706,
94,62,0.65,0.00128743,
95,62,0.65,0.000630283,
96,63,0.65,0.000666446,
97,64,0.65,0.000670146,
98,64,0.65,0.000689907,
99,65,0.65,0.000707222,
