Dimension,NNZ_per_row,Sparsity,TACO_Time
3,3,0.9,0.0631794,
4,4,0.9,0.0641838,
5,5,0.9,0.0680525,
6,6,0.9,0.0660459,
7,7,0.9,0.0632225,
8,8,0.9,0.0650804,
9,9,0.9,0.065177,
10,9,0.9,0.0648343,
11,10,0.9,0.0656705,
12,11,0.9,0.063805,
13,12,0.9,0.0625171,
14,13,0.9,0.0644526,
15,14,0.9,0.0644947,
16,15,0.9,0.0646258,
17,16,0.9,0.0660883,
18,17,0.9,0.065906,
19,18,0.9,0.0659807,
20,18,0.9,0.0634612,
21,19,0.9,0.0657274,
22,20,0.9,0.0656769,
23,21,0.9,0.0628245,
24,22,0.9,0.0657175,
25,23,0.9,0.0638251,
26,24,0.9,0.0626207,
27,25,0.9,0.0641213,
28,26,0.9,0.061803,
29,27,0.9,0.0634774,
30,27,0.9,0.0614016,
31,28,0.9,0.065882,
32,29,0.9,0.0658759,
33,30,0.9,0.0637349,
34,31,0.9,0.0613055,
35,32,0.9,0.0654336,
36,33,0.9,0.0663718,
37,34,0.9,0.0659582,
38,35,0.9,0.0653474,
39,36,0.9,0.0666151,
40,36,0.9,0.065736,
41,37,0.9,0.0653412,
42,38,0.9,0.0652199,
43,39,0.9,0.0661763,
44,40,0.9,0.0616891,
45,41,0.9,0.0644426,
46,42,0.9,0.065949,
47,43,0.9,0.0639237,
48,44,0.9,0.0657769,
49,45,0.9,0.0657254,
50,45,0.9,0.0637317,
51,46,0.9,0.0637693,
52,47,0.9,0.0669398,
53,48,0.9,0.06569,
54,49,0.9,0.0642619,
55,50,0.9,0.0695176,
56,51,0.9,0.065388,
57,52,0.9,0.0657949,
58,53,0.9,0.065871,
59,54,0.9,0.0627824,
60,54,0.9,0.0614137,
61,55,0.9,0.0635651,
62,56,0.9,0.0660723,
63,57,0.9,0.0619893,
64,58,0.9,0.0646676,
65,59,0.9,0.0674153,
66,60,0.9,0.0646165,
67,61,0.9,0.067294,
68,62,0.9,0.0671242,
69,63,0.9,0.0670016,
70,63,0.9,0.0665818,
71,64,0.9,0.0644633,
72,65,0.9,0.0651737,
73,66,0.9,0.0640169,
74,67,0.9,0.067635,
75,68,0.9,0.0669763,
76,69,0.9,0.0666087,
77,70,0.9,0.0646895,
78,71,0.9,0.0672286,
79,72,0.9,0.0671686,
80,72,0.9,0.0666502,
81,73,0.9,0.0662457,
82,74,0.9,0.0629626,
83,75,0.9,0.0682971,
84,76,0.9,0.0670186,
85,77,0.9,0.0685623,
86,78,0.9,0.0670393,
87,79,0.9,0.0673908,
88,80,0.9,0.0671931,
89,81,0.9,0.0660768,
90,81,0.9,0.0650926,
91,82,0.9,0.0667019,
92,83,0.9,0.0706297,
93,84,0.9,0.0671627,
94,85,0.9,0.0683557,
95,86,0.9,0.06622,
96,87,0.9,0.0686156,
97,88,0.9,0.0675678,
98,89,0.9,0.067837,
99,90,0.9,0.0685767,
100,90,0.9,0.0656898,
101,91,0.9,0.0681984,
102,92,0.9,0.0697466,
103,93,0.9,0.0681432,
104,94,0.9,0.0693752,
105,95,0.9,0.069182,
106,96,0.9,0.0687873,
107,97,0.9,0.0681881,
108,98,0.9,0.0676617,
109,99,0.9,0.0676481,
110,99,0.9,0.067886,
111,100,0.9,0.0673964,
112,101,0.9,0.070221,
113,102,0.9,0.0672632,
114,103,0.9,0.0698536,
115,104,0.9,0.0692976,
116,105,0.9,0.0676293,
117,106,0.9,0.066517,
118,107,0.9,0.0671016,
119,108,0.9,0.0689014,
120,108,0.9,0.0695062,
121,109,0.9,0.0692737,
122,110,0.9,0.0685731,
123,111,0.9,0.0672417,
124,112,0.9,0.0701747,
125,113,0.9,0.0706206,
126,114,0.9,0.0665834,
127,115,0.9,0.0689867,
128,116,0.9,0.0676613,
129,117,0.9,0.0695382,
130,117,0.9,0.0710877,
131,118,0.9,0.0685118,
132,119,0.9,0.0686795,
133,120,0.9,0.0712874,
134,121,0.9,0.0710836,
135,122,0.9,0.0704461,
136,123,0.9,0.0691076,
137,124,0.9,0.0690947,
138,125,0.9,0.0716646,
139,126,0.9,0.0712049,
140,126,0.9,0.0689789,
141,127,0.9,0.0691298,
142,128,0.9,0.0713862,
143,129,0.9,0.0714133,
144,130,0.9,0.0738517,
145,131,0.9,0.0695073,
146,132,0.9,0.0672442,
147,133,0.9,0.0700714,
148,134,0.9,0.0716288,
149,135,0.9,0.0694607,
150,135,0.9,0.0696344,
151,136,0.9,0.0719074,
152,137,0.9,0.0730526,
153,138,0.9,0.0682902,
154,139,0.9,0.0701941,
155,140,0.9,0.0705446,
156,141,0.9,0.0686987,
157,142,0.9,0.0699814,
158,143,0.9,0.0686351,
159,144,0.9,0.0708918,
160,144,0.9,0.0710743,
161,145,0.9,0.0725216,
162,146,0.9,0.0725785,
163,147,0.9,0.0709101,
164,148,0.9,0.0741704,
165,149,0.9,0.0725338,
166,150,0.9,0.071879,
167,151,0.9,0.0714717,
168,152,0.9,0.0736951,
169,153,0.9,0.0705545,
170,153,0.9,0.0716393,
171,154,0.9,0.0724237,
172,155,0.9,0.0715919,
