Dimension,NNZ_per_row,Sparsity,TACO_Time
3,2,0.65,0.0660657,
4,3,0.65,0.0651066,
5,4,0.65,0.0662851,
6,4,0.65,0.0651027,
7,5,0.65,0.0652115,
8,6,0.65,0.063081,
9,6,0.65,0.0625811,
10,7,0.65,0.0662334,
11,8,0.65,0.060754,
12,8,0.65,0.0661645,
13,9,0.65,0.0669875,
14,10,0.65,0.0640341,
15,10,0.65,0.061859,
16,11,0.65,0.0652731,
17,12,0.65,0.0638324,
18,12,0.65,0.0641383,
19,13,0.65,0.0652902,
20,13,0.65,0.0629723,
21,14,0.65,0.0658265,
22,15,0.65,0.0664022,
23,15,0.65,0.0627621,
24,16,0.65,0.0634363,
25,17,0.65,0.0628919,
26,17,0.65,0.065273,
27,18,0.65,0.0657866,
28,19,0.65,0.0674772,
29,19,0.65,0.0658505,
30,20,0.65,0.0632341,
31,21,0.65,0.0639385,
32,21,0.65,0.0660353,
33,22,0.65,0.0659598,
34,23,0.65,0.0673522,
35,23,0.65,0.0643422,
36,24,0.65,0.0650229,
37,25,0.65,0.0647302,
38,25,0.65,0.0645249,
39,26,0.65,0.0619031,
40,26,0.65,0.0636494,
41,27,0.65,0.0624652,
42,28,0.65,0.0642271,
43,28,0.65,0.0612217,
44,29,0.65,0.0653632,
45,30,0.65,0.065776,
46,30,0.65,0.0674479,
47,31,0.65,0.0624412,
48,32,0.65,0.065243,
49,32,0.65,0.0635423,
50,33,0.65,0.0656177,
51,34,0.65,0.0663062,
52,34,0.65,0.0660474,
53,35,0.65,0.065195,
54,36,0.65,0.0677992,
55,36,0.65,0.0657961,
56,37,0.65,0.0657325,
57,38,0.65,0.0647294,
58,38,0.65,0.0664332,
59,39,0.65,0.0647716,
60,39,0.65,0.0631182,
61,40,0.65,0.0628992,
62,41,0.65,0.0617556,
63,41,0.65,0.0613002,
64,42,0.65,0.063143,
65,43,0.65,0.0659461,
66,43,0.65,0.066246,
67,44,0.65,0.0660879,
68,45,0.65,0.0642633,
69,45,0.65,0.0657787,
70,46,0.65,0.0629538,
71,47,0.65,0.0626941,
72,47,0.65,0.0665689,
73,48,0.65,0.0647852,
74,49,0.65,0.0638164,
75,49,0.65,0.0660274,
76,50,0.65,0.0667121,
77,51,0.65,0.0654382,
78,51,0.65,0.0667129,
79,52,0.65,0.064076,
80,52,0.65,0.0635226,
81,53,0.65,0.0668082,
82,54,0.65,0.0642432,
83,54,0.65,0.0650765,
84,55,0.65,0.0644448,
85,56,0.65,0.0658196,
86,56,0.65,0.0654908,
87,57,0.65,0.0669243,
88,58,0.65,0.0642247,
89,58,0.65,0.0668071,
90,59,0.65,0.062434,
91,60,0.65,0.0645982,
92,60,0.65,0.0661914,
93,61,0.65,0.0680106,
94,62,0.65,0.0666519,
95,62,0.65,0.0643356,
96,63,0.65,0.067875,
97,64,0.65,0.0669593,
98,64,0.65,0.0691866,
99,65,0.65,0.0671137,
100,65,0.65,0.0653685,
101,66,0.65,0.0696723,
102,67,0.65,0.0652896,
103,67,0.65,0.0671561,
104,68,0.65,0.0660087,
105,69,0.65,0.0696692,
106,69,0.65,0.0692191,
107,70,0.65,0.0651583,
