Dimension,NNZ_per_row,Sparsity,TACO_Time
3,3,0.85,0.065025,
4,4,0.85,0.063284,
5,5,0.85,0.0657569,
6,6,0.85,0.0651887,
7,6,0.85,0.0645925,
8,7,0.85,0.0638606,
9,8,0.85,0.0667581,
10,9,0.85,0.0670531,
11,10,0.85,0.0619046,
12,11,0.85,0.0625174,
13,12,0.85,0.0662217,
14,12,0.85,0.0611133,
15,13,0.85,0.0625185,
16,14,0.85,0.0610119,
17,15,0.85,0.0646717,
18,16,0.85,0.0650178,
19,17,0.85,0.0645815,
20,17,0.85,0.0635356,
21,18,0.85,0.0655641,
22,19,0.85,0.0623188,
23,20,0.85,0.0642233,
24,21,0.85,0.0630884,
25,22,0.85,0.0632238,
26,23,0.85,0.064643,
27,23,0.85,0.0618685,
28,24,0.85,0.0677001,
29,25,0.85,0.0654908,
30,26,0.85,0.066158,
31,27,0.85,0.0619461,
32,28,0.85,0.064756,
33,29,0.85,0.0632606,
34,29,0.85,0.0622831,
35,30,0.85,0.0642678,
36,31,0.85,0.0637474,
37,32,0.85,0.0639318,
38,33,0.85,0.0626828,
39,34,0.85,0.0647741,
40,34,0.85,0.064987,
41,35,0.85,0.062275,
42,36,0.85,0.0680522,
43,37,0.85,0.0626988,
44,38,0.85,0.0638323,
45,39,0.85,0.0664954,
46,40,0.85,0.0614126,
47,40,0.85,0.0653571,
48,41,0.85,0.0660936,
49,42,0.85,0.0653618,
50,43,0.85,0.0652552,
51,44,0.85,0.0643738,
52,45,0.85,0.0641066,
53,46,0.85,0.0650787,
54,46,0.85,0.0654392,
55,47,0.85,0.0653924,
56,48,0.85,0.0633774,
57,49,0.85,0.0634285,
58,50,0.85,0.0634148,
59,51,0.85,0.0650539,
60,51,0.85,0.0647931,
61,52,0.85,0.0658036,
62,53,0.85,0.0620435,
63,54,0.85,0.065988,
64,55,0.85,0.0636808,
65,56,0.85,0.0620659,
66,57,0.85,0.0640479,
67,57,0.85,0.0648103,
68,58,0.85,0.068371,
69,59,0.85,0.0675353,
70,60,0.85,0.0661918,
71,61,0.85,0.0658649,
72,62,0.85,0.0688383,
73,63,0.85,0.0667511,
74,63,0.85,0.0654372,
75,64,0.85,0.0683149,
76,65,0.85,0.066493,
77,66,0.85,0.064846,
78,67,0.85,0.0646677,
79,68,0.85,0.064846,
