dimension,elapsed_time
4,0.000003000
5,0.000001000
6,0.000000000
7,0.000000000
8,0.000001000
9,0.000000000
10,0.000000000
11,0.000001000
12,0.000001000
13,0.000001000
14,0.000001000
15,0.000002000
16,0.000001000
17,0.000002000
18,0.000003000
19,0.000003000
20,0.000002000
21,0.000002000
22,0.000002000
23,0.000004000
24,0.000003000
25,0.000004000
26,0.000004000
27,0.000003000
28,0.000005000
29,0.000005000
30,0.000006000
31,0.000006000
32,0.000005000
33,0.000008000
34,0.000008000
35,0.000008000
36,0.000008000
37,0.000008000
38,0.000012000
39,0.000010000
40,0.000011000
41,0.000011000
42,0.000011000
43,0.000015000
44,0.000014000
45,0.000013000
46,0.000017000
47,0.000015000
48,0.000020000
49,0.000020000
50,0.000018000
51,0.000020000
52,0.000019000
53,0.000024000
54,0.000025000
55,0.000022000
56,0.000024000
57,0.000024000
58,0.000029000
59,0.000028000
60,0.000030000
61,0.000029000
62,0.000029000
63,0.000036000
64,0.000035000
65,0.000037000
66,0.000038000
67,0.000039000
68,0.000044000
69,0.000043000
70,0.000044000
71,0.000045000
72,0.000047000
73,0.000054000
74,0.000055000
75,0.000052000
76,0.000053000
77,0.000056000
78,0.000063000
79,0.000062000
80,0.000065000
81,0.000055000
82,0.000056000
83,0.000066000
84,0.000065000
85,0.000070000
86,0.000065000
87,0.000066000
88,0.000118000
89,0.000077000
90,0.000075000
91,0.000077000
92,0.000078000
93,0.000090000
94,0.000089000
95,0.000086000
96,0.000088000
97,0.000088000
98,0.000101000
99,0.000105000
100,0.000102000
101,0.000099000
102,0.000115000
103,0.000125000
104,0.000116000
105,0.000124000
106,0.000132000
107,0.000217000
108,0.000220000
109,0.000144000
110,0.000132000
111,0.000130000
112,0.000130000
113,0.000159000
114,0.000146000
115,0.000147000
116,0.000149000
117,0.000150000
118,0.000148000
119,0.000150000
120,0.000150000
121,0.000148000
122,0.000149000
123,0.000165000
124,0.000166000
125,0.000168000
126,0.000169000
127,0.000170000
128,0.000220000
129,0.000223000
130,0.000225000
131,0.000225000
132,0.000228000
133,0.000241000
134,0.000228000
135,0.000227000
136,0.000230000
137,0.000230000
138,0.000247000
139,0.000251000
140,0.000250000
141,0.000252000
142,0.000256000
143,0.000273000
144,0.000274000
145,0.000276000
146,0.000278000
147,0.000334000
148,0.000298000
149,0.000300000
150,0.000283000
151,0.000305000
152,0.000288000
153,0.000305000
154,0.000309000
155,0.000314000
156,0.000336000
157,0.000312000
158,0.000334000
159,0.000338000
160,0.000319000
161,0.000320000
162,0.000321000
163,0.000341000
164,0.000344000
165,0.000362000
166,0.000357000
167,0.000378000
168,0.000372000
169,0.000373000
170,0.000375000
171,0.000359000
172,0.000365000
173,0.000382000
174,0.000396000
175,0.000393000
176,0.000389000
177,0.000391000
178,0.000407000
179,0.000399000
180,0.000404000
181,0.000405000
182,0.000404000
183,0.000428000
184,0.000430000
185,0.000435000
186,0.000469000
187,0.000429000
188,0.000449000
189,0.000450000
190,0.000448000
191,0.000451000
192,0.000454000
193,0.000477000
194,0.000472000
195,0.000468000
196,0.000470000
197,0.000486000
198,0.000500000
199,0.000502000
200,0.000503000
201,0.000507000
202,0.000508000
203,0.000533000
204,0.000515000
205,0.000522000
206,0.000521000
207,0.000523000
208,0.000552000
209,0.000552000
210,0.000552000
211,0.000543000
212,0.000548000
213,0.000573000
214,0.000575000
215,0.000577000
216,0.000581000
217,0.000583000
218,0.000609000
